1, Um, Um, art
38, as, o, art
39, obras, obra, n
40, propriamente, propriamente, adv
41, ditas, dito, adj
42, ,, ,, punc
43, que, que, conj-s
44, os, o, art
45, municípios, município, n
46, ,, ,, punc
47, já, já, adv
48, com, com, prp
49, projectos, projecto, n
50, em, em, prp
51, a, o, art
52, mão, mão, n
53, ,, ,, punc
54, vêm, vêm, aux:v-fin:vir:pr_3p_ind:::
55, reivindicar, reivindicar, mv:v-inf:reivindicar:::fs-rel:
56, junto, junto, h:adv:junto::::
57, de, de, prp
58, o, o, art
59, Executivo, Executivo, h:prop:executivo:m_s:::
60, ,, ,, punc
61, como, como, adv
62, salienta, salientar, v-fin
63, aquele, aquele, pron-det
64, membro, membro, n
65, de, de, prp
66, o, o, art
67, Governo, Governo, prop
68, ., ., punc

1, E, E, kc
2, o, o, art
3, dinheiro, dinheiro, n
4, «, «, «
5, não, não, adv
6, falta, faltar, v-fin
7, só, só, adv
8, a, a, prp
9, as, o, art
10, câmaras, câmara, n
11, », », »
12, ,, ,, punc
13, lembra, lembrar, v-fin
14, o, o, art
15, secretário, secretário, n
16, de, de, h:prp:de::::
17, Estado, Estado, h:prop:estado:m_s::np-idf:
18, ,, ,, punc
19, que, que, pron-indp
20, considera, considerar, v-fin
21, que, que, conj-s
22, a, o, art
23, solução, solução, n
24, para, para, prp
25, as, o, art
26, autarquias, autarquia, n
27, é, ser, v-fin
28, «, «, «
29, se, se, conj-s
30, especializarem-, especializarem-, mv:v-inf:especializar:3p:::
31, em, em, prp
32, fundos, fundo, n
33, comunitários, comunitário, adj
34, », », »
35, ., ., punc

1, Mas, Mas, kc
2, como, como, adv
3, ,, ,, punc
4, se, se, conj-s
5, muitas, muito, pron-det
6, não, não, adv
7, dispõem, dispor, v-fin
8, ,, ,, punc
9, em, em, prp
10, os, o, art
11, seus, seu, pron-det
12, quadros, quadro, n
13, ,, ,, punc
14, de, de, prp
15, os, o, art
16, técnicos, técnico, n
17, necessários, necessário, adj
18, ?, ?, punc

1, «, «, «
2, a, a, prp
3, nós, nós, pron-pers
4, eles, ele, pron-pers
5, Encomendem-, Encomendem-, mv:v-fin:encomendar:pr_3p_subj::nosubj:
6, a, o, art
7, projectistas, projectistas, h:n:projectista:mf_p::np-idf:
8, de, de, prp
9, fora, ser, v-fin
10, », », »
11, porque, porque, conj-s
12, ,, ,, punc
13, se, se, conj-s
14, as, o, art
15, obras, obra, n
16, vierem, vir, v-fin
17, a, a, prp
18, ser, ser, v-inf
19, financiadas, financiar, v-pcp
20, ,, ,, punc
21, eles, ele, pron-pers
22, até, até, prp
23, saem, sair, v-fin
24, de, de, prp
25, graça, graça, n
26, ,, ,, punc
27, já, já, adv
28, que, que, conj-s
29, ,, ,, punc
30, em, em, prp
31, esse, esse, pron-det
32, caso, caso, n
33, ,, ,, punc
34, «, «, «
35, os, o, art
36, fundos, fundo, n
37, comunitários, comunitário, adj
38, pagam, pagar, v-fin
39, os, o, art
40, projectos, projecto, n
41, ,, ,, punc
42, o, o, art
43, mesmo, mesmo, pron-det
44, não, não, adv
45, acontecendo, acontecer, v-ger
46, quando, quando, adv
47, eles, ele, pron-pers
48, são, ser, v-fin
49, feitos, fazer, v-pcp
50, por, por, prp
51, os, o, art
52, GAT, GAT, prop
53, », », »
54, ,, ,, punc
55, dado, dado, sub:conj-s:dado::::
56, serem, serem, mv:v-inf:ser:3p::fs-cause:
57, organismos, organismos, h:n:organismo:m_p::np-idf:
58, de, de, prp
59, o, o, art
60, Estado, Estado, n
61, ., ., punc

1, Essa, Essa, proadj
2, poderá, poder, v-fin
3, vir, ver, v-inf
4, a, a, prp
5, ser, ser, v-inf
6, uma, um, art
7, hipótese, hipótese, n
8, ,, ,, punc
9, até, até, adv
10, porque, porque, conj-s
11, ,, ,, punc
12, em, em, prp
13, o, o, art
14, terreno, terreno, n
15, ,, ,, punc
16, a, o, art
17, capacidade, capacidade, n
18, de, de, prp
19, os, o, art
20, GAT, GAT, prop
21, está, estar, v-fin
22, cada, cada, pron-det
23, vez, vez, n
24, mais, mais, adv
25, enfraquecida, enfraquecer, v-pcp
26, ., ., punc

1, Alguns, Alguns, proadj
2, até, até, prp
3, já, já, adv
4, desapareceram, desaparecer, v-fin
5, ,, ,, punc
6, como, como, adv
7, o, o, pron-det
8, de, de, prp
9, Castro, Castro, prop
10, Verde, Verde, n
11, ,, ,, punc
12, e, e, conj-c
13, outros, outro, pron-det
14, têm, ter, v-fin
15, vindo, vir, v-pcp
16, a, a, prp
17, perder, perder, v-inf
18, quadros, quadro, n
19, ., ., punc

1, Um, Um, art
2, arquitecto, arquitecto, n
3, para, para, prp
4, 800, 800, num
5, Km2, Km2, n

1, «, «, «
2, Orelhas, Orelhas, h:n:orelha:f_p::anr_np-idf:
3, », », »
4, para, para, prp
5, os, o, art
6, computadores, computador, n

1, O, O, art
2, primeiro, primeiro, adj
3, fabricante, fabricante, n
4, mundial, mundial, adj
5, de, de, prp
6, «, «, «
7, ratos, ratos, h:n:rato:m_p::anr_np-idf:
8, », », »
9, para, para, prp
10, computador, computador, n
11, ,, ,, punc
12, a, o, art
13, empresa, empresa, n
14, suíça, suíço, adj
15, Logitech, Logitech, prop
16, ,, ,, punc
17, apresentou, apresentar, v-fin
18, esta, este, pron-det
19, semana, semana, n
20, em, em, prp
21, uma, um, art
22, feira, feira, n
23, especializada, especializar, v-pcp
24, que, que, pron-indp
25, teve, ter, v-fin
26, lugar, lugar, n
27, em, em, prp
28, Basileia, Basileia, prop
29, (, (, punc
30, Suíça, Suíça, h:prop:suíça:f_s:::
31, ), ), punc
32, um, um, art
33, equipamento, equipamento, n
34, periférico, periférico, adj
35, denominado, denominar, v-pcp
36, «, «, «
37, Audioman, Audioman, h:prop:audioman:m_s:::
38, », », »
39, que, que, pron-indp
40, permitirá, permitir, v-fin
41, dotar, dotar, v-inf
42, os, o, art
43, computadores, computador, n
44, de, de, prp
45, «, «, «
46, orelhas, orelhas, h:n:orelha:f_p::np-idf:
47, », », »
48, ., ., punc

1, Segundo, Segundo, prep
2, a, o, art
3, empresa, empresa, n
4, ,, ,, punc
5, o, o, art
6, aparelho, aparelho, n
7, permite, permitir, v-fin
8, que, que, conj-s
9, o, o, art
10, aparelho, aparelho, n
11, grave, grave, adj
12, e, e, conj-c
13, transcreva, transcrever, v-fin
14, a, o, art
15, voz, voz, n
16, humana, humano, adj
17, ., ., punc

1, «, «, «
2, Estamos, estar, v-fin
3, a, a, prp
4, dotar, dotar, v-inf
5, os, o, art
6, computadores, computador, n
7, de, de, prp
8, um, um, art
9, novo, novo, adj
10, sentido, sentido, n
11, », », »
12, disse, dizer, v-fin
13, Steve, Steve, h:prop:steve:m_s:::
14, d'Averio, d'Averio, n
15, ,, ,, punc
16, director, director, n
17, de, de, prp
18, marketing, marketing, n
19, para, para, prp
20, a, o, art
21, Europa, Europa, prop
22, de, de, prp
23, a, o, art
24, Logitech, Logitech, prop
25, ., ., punc

1, O, O, art
2, Audioman, Audioman, prop
3, foi, ser, v-fin
4, desenvolvido, desenvolver, v-pcp
5, em, em, prp
6, a, o, art
7, Suíça, Suíça, prop
8, em, em, prp
9, apenas, apenas, adv
10, sete, sete, num
11, meses, mês, n
12, e, e, conj-c
13, se, se, pron-pers
14, compõe-, compõe-, mv:v-fin:compor:pr_3s_ind::nosubj:
15, de, de, prp
16, um, um, art
17, microfone, microfone, n
18, e, e, conj-c
19, de, de, prp
20, um, um, art
21, altifalante, altifalante, n
22, que, que, pron-indp
23, se, se, pron-pers
24, podem, poder, v-fin
25, acoplar, acoplar, v-inf
26, facilmente, facilmente, adv
27, a, a, prp
28, um, um, art
29, computador, computador, n
30, ,, ,, punc
31, devendo, dever, v-ger
32, ser, ser, v-inf
33, comercializado, comercializar, v-pcp
34, a, a, prp
35, o, o, art
36, preço, preço, n
37, de, de, prp
38, 290, 290, num
39, francos, franco, n
40, suíços, suíço, adj
41, (, (, punc
42, 28, 28, num
43, contos, conto, n
44, ), ), punc
45, ., ., punc

1, Junqueiro, Junqueiro, prop
2, foi, ser, v-fin
3, ainda, ainda, adv
4, confrontado, confrontar, v-pcp
5, com, com, prp
6, o, o, art
7, facto, facto, n
8, de, de, prp
9, não, não, adv
10, ter, ter, v-inf
11, falado, falar, v-pcp
12, com, com, prp
13, o, o, art
14, ministro, ministro, n
15, antes, antes, adv
16, de, de, prp
17, avançar, avançar, v-inf
18, com, com, prp
19, a, o, art
20, proposta, proposta, n
21, ., ., punc

1, João, João, nprop
2, Cravinho, Cravinho, prop
3, ,, ,, punc
4, que, que, pron-indp
5, integra, integrar, v-fin
6, a, o, art
7, comitiva, comitiva, n
8, de, de, prp
9, Jorge, Jorge, nprop
10, Sampaio, Sampaio, prop
11, em, em, prp
12, a, o, art
13, visita, visita, n
14, de, de, prp
15, Estado, Estado, n
16, a, a, prp
17, Moçambique, Moçambique, prop
18, ,, ,, punc
19, ainda, ainda, adv
20, não, não, adv
21, reagiu, reagir, v-fin
22, a, a, prp
23, a, o, art
24, carta, carta, n
25, que, que, pron-indp
26, o, o, art
27, dirigente, dirigente, n
28, socialista, socialista, adj
29, a, a, prp
30, ele, ele, pron-pers
31, enviou, enviar, v-fin
32, ., ., punc

1, «, «, «
2, Não, Não, adv
3, estou, estar, v-fin
4, a, a, prp
5, ver, ver, v-inf
6, que, que, conj-s
7, ,, ,, punc
8, para, para, prp
9, emitir, emitir, v-inf
10, uma, um, art
11, opinião, opinião, n
12, ,, ,, punc
13, nós, nós, pron-pers
14, tivéssemos, ter, v-fin
15, de, de, prp
16, informar, informar, v-inf
17, previamente, previamente, adv
18, o, o, art
19, ministro, ministro, n
20, ,, ,, punc
21, afirmou, afirmar, v-fin
22, ., ., punc

1, «, «, «
2, O, O, art
3, senhor, senhor, n
4, ministro, ministro, n
5, interpretará, interpretar, v-fin
6, esta, este, pron-det
7, sugestão, sugestão, n
8, como, como, adv
9, entender, entender, v-inf
10, », », »
11, ., ., punc

1, Junqueiro, Junqueiro, prop
2, recordou, recordar, v-fin
3, ainda, ainda, adv
4, que, que, conj-s
5, ,, ,, punc
6, em, em, prp
7, as, o, art
8, últimas, último, adj
9, autárquicas, autárquico, adj
10, ,, ,, punc
11, o, o, art
12, IGAT, IGAT, prop
13, suspendeu, suspender, v-fin
14, as, o, art
15, suas, seu, pron-det
16, actividades, actividade, n
17, um, um, num
18, mês, mês, n
19, antes, antes, adv
20, de, de, prp
21, as, o, art
22, eleições, eleição, n
23, ., ., punc

1, João, João, nprop
2, Pedro, Pedro, nprop
3, Henriques, henrique, n

1, Além, Além, prep
2, de, de, prp
3, o, o, art
4, Museu, Museu, n
5, de, de, prp
6, o, o, art
7, Ar, Ar, N
8, ,, ,, punc
9, o, o, art
10, projecto, projecto, n
11, gira, gerir, v-fin
12, em, em, prp
13, torno, torno, n
14, de, de, prp
15, o, o, art
16, parque, parque, n
17, temático, temático, adj
18, propriamente, propriamente, adv
19, dito, dizer, v-pcp
20, ., ., punc

1, A, o, art
2, zona, zona, n
3, lúdica, lúdico, adj
4, ,, ,, punc
5, com, com, prp
6, os, o, art
7, divertimentos, divertimento, n
8, ,, ,, punc
9, áreas, áreas, h:n:área:f_p::np-idf:
10, comerciais, comerciais, h:adj:comercial:f_p:::
11, de, de, h:prp:de::::
12, «, «, «
13, souvenirs, souvenirs, h:n:souvenirs:m_p::np-idf:
14, », », »
15, e, e, conj-c
16, de, de, prp
17, restauração, restauração, n
18, ,, ,, punc
19, compreende, compreende, mv:v-fin:compreender:pr_3s_ind:::
20, espaços, espaços, h:n:espaço:m_p::np-idf:
21, distintos, distintos, h:adj:distinto:m_p:::
22, para, para, h:prp:para::::
23, os, os, >n:art:o:m_p::artd:
24, vários, vários, >n:pron-det:vários:m_p::quant:
25, temas, temas, h:n:tema:m_p::anr_np-def:
26, ,, ,, punc
27, ainda, ainda, adv
28, em, em, prp
29, análise, análise, n
30, ,, ,, punc
31, tais, tal, pron-det
32, como, como, adv
33, Portugal, Portugal, prop
34, ,, ,, punc
35, Japão, Japão, prop
36, ,, ,, punc
37, Brasil, Brasil, h:prop:brasil:m_s:::
38, ,, ,, punc
39, África, África, prop
40, e, e, conj-c
41, Far-West, Far-West, prop
42, ., ., punc

1, Os, o, art
2, quatro, quatro, num
3, primeiros, primeiro, adj
4, temas, tema, n
5, se, se, pron-pers
6, destinam-, destinar, v-fin
7, a, a, prp
8, mostrar, mostrar, v-inf
9, o, o, art
10, papel, papel, n
11, de, de, prp
12, Portugal, Portugal, prop
13, em, em, prp
14, o, o, art
15, mundo, mundo, n
16, e, e, conj-c
17, o, o, art
18, quinto, quinto, adj
19, ,, ,, punc
20, o, o, art
21, único, único, adj
22, sem, sem, prp
23, relação, relação, n
24, com, com, prp
25, a, o, art
26, história, história, n
27, nacional, nacional, adj
28, ,, ,, punc
29, é, ser, v-fin
30, justificado, justificar, v-pcp
31, por, por, prp
32, a, o, art
33, experiência, experiência, n
34, de, de, prp
35, Barcelona, Barcelona, prop
36, (, (, punc
37, Port, Port, N
38, Aventura, Aventura, n
39, ), ), punc
40, ,, ,, punc
41, que, que, pron-indp
42, regista, registar, v-fin
43, assinalável, assinalável, adj
44, sucesso, sucesso, n
45, ., ., punc

1, Uma, um, art
2, «, «, «
3, zona, zona, h:n:zona:f_s::anr_np-idf:
4, petting, petting, h:n:petting:f_s::np-idf:
5, », », »
6, anexa, anexa, h:adj:anexo:f_s:
7, ,, ,, punc
8, em, em, prp
9, cooperação, cooperação, n
10, com, com, prp
11, o, o, art
12, Jardim, Jardim, h:prop:jardim:m_s:::
13, Zoológico, Zoológico, adj
14, de, de, prp
15, Lisboa, Lisboa, prop
16, ,, ,, punc
17, se, se, pron-pers
18, destina-, destinar, v-fin
19, a, a, prp
20, permitir, permitir, v-inf
21, o, o, art
22, contacto, contacto, n
23, de, de, prp
24, as, o, art
25, crianças, criança, n
26, com, com, prp
27, animais, animal, n
28, ., ., punc

1, Tudo, Tudo, prosub
2, ,, ,, punc
3, claro, claro, adv
4, está, estar, v-fin
5, ,, ,, punc
6, muito, muito, adv
7, arborizado, arborizar, v-pcp
8, ., ., punc

1, Seis, Seis, num
2, milhões, milhão, n
3, em, em, prp
4, dez, dez, num
5, anos, ano, n

1, O, O, art
2, museu, museu, n
3, ,, ,, punc
4, a, a, prp
5, desenvolver, desenvolver, v-inf
6, sob, sob, prp
7, orientação, orientação, n
8, de, de, prp
9, uma, um, art
10, comissão, comissão, n
11, de, de, prp
12, notáveis, notável, adj
13, ,, ,, punc
14, dirigida, dirigir, v-pcp
15, por, por, prp
16, o, o, art
17, Presidente, Presidente, n
18, de, de, prp
19, a, o, art
20, República, República, n
21, ,, ,, punc
22, está, estar, v-fin
23, orçado, orçar, v-pcp
24, em, em, prp
25, seis, seis, num
26, milhões, milhão, n
27, de, de, prp
28, contos, conto, n
29, ,, ,, punc
30, valor, valor, n
31, incomportável, incomportável, adj
32, para, para, prp
33, a, o, art
34, Força, Força, n
35, Aérea, Aérea, adj
36, ., ., punc

1, Daí, Daí, adv
2, que, que, conj-s
3, a, o, art
4, Cameron, Cameron, nprop
5, Hall, Hall, N
6, tenha, ter, v-fin
7, caído, cair, v-pcp
8, de, de, prp
9, o, o, art
10, céu, céu, n
11, ., ., punc

1, «, «, «
2, A, o, art
3, proposta, proposta, n
4, é, ser, v-fin
5, muito, muito, adv
6, bem, bem, adv
7, vista, ver, v-pcp
8, ,, ,, punc
9, porque, porque, conj-s
10, será, ser, v-fin
11, mais, mais, adv
12, vantajosa, vantajoso, adj
13, de, de, prp
14, o, o, pron-det
15, que, que, pron-indp
16, se, se, pron-pers
17, houver, haver, v-fin
18, só, só, adv
19, um, um, art
20, pólo, pólo, n
21, de, de, prp
22, interesse, interesse, n
23, em, em, prp
24, o, o, art
25, local, local, n
26, », », »
27, ,, ,, punc
28, afirmou, afirmar, v-fin
29, o, o, art
30, major, major, n
31, Carlos, Carlos, nprop
32, Barbosa, Barbosa, nprop
33, ,, ,, punc
34, de, de, prp
35, as, o, art
36, relações, relação, n
37, públicas, público, adj
38, de, de, prp
39, a, o, art
40, Força, Força, n
41, Aérea, Aérea, adj
42, ,, ,, punc
43, admitindo, admitindo, mv:v-ger:admitir::::
44, que, que, conj-s
45, ,, ,, punc
46, com, com, prp
47, o, o, art
48, parque, parque, n
49, temático, temático, adj
50, ,, ,, punc
51, «, «, «
52, se, se, conj-s
53, o, o, art
54, interesse, interesse, n
55, for, ser, v-fin
56, diversificado, diversificar, v-pcp
57, ,, ,, punc
58, toda, todo, pron-det
59, a, o, art
60, gente, gente, n
61, fica, ficar, v-fin
62, a, a, prp
63, ganhar, ganhar, v-inf
64, », », »
65, ., ., punc

1, A, o, art
2, pouco, pouco, adv
3, mais, mais, adv
4, de, de, prp
5, um, um, num
6, mês, mês, n
7, de, de, prp
8, o, o, art
9, lançamento, lançamento, n
10, nacional, nacional, adj
11, de, de, prp
12, o, o, art
13, Rendimento, Rendimento, n
14, Mínimo, pequeno, adj
15, Garantido, garantir, v-pcp
16, (, (, punc
17, RMG, RMG, prop
18, ), ), punc
19, ,, ,, punc
20, o, o, art
21, número, número, n
22, de, de, prp
23, famílias, família, n
24, já, já, adv
25, abrangidas, abranger, v-pcp
26, por, por, prp
27, os, o, art
28, projectos-piloto, projectos-piloto, n
29, de, de, prp
30, este, este, pron-det
31, programa, programa, n
32, de, de, prp
33, apoio, apoio, n
34, a, a, prp
35, os, o, art
36, agregados, agregado, n
37, mais, mais, adv
38, desfavorecidos, desfavorfavorecer, v-pcp
39, não, não, adv
40, pára, parar, v-fin
41, de, de, prp
42, aumentar, aumentar, v-inf
43, ., ., punc

1, O, O, art
2, último, último, adj
3, diagnóstico, diagnóstico, n
4, elaborado, elaborar, v-pcp
5, por, por, prp
6, a, o, art
7, Comissão, Comissão, prop
8, Nacional, Nacional, h:prop:nacional:m_s:::
9, de, de, prp
10, o, o, art
11, RMG, RMG, prop
12, não, não, adv
13, deixa, deixar, v-fin
14, dúvidas, dúvida, n
15, :, :, punc

1, 7.777, 7.777, >n:num:7.777:f_p::card:
2, famílias, famílias, h:n:família:f_p::anr_np-count:anr_np-def:
3, ,, ,, punc
4, totalizando, totalizar, v-ger
5, 26.668, 26.668, num
6, pessoas, pessoa, n
7, ,, ,, punc
8, estão, estar, v-fin
9, já, já, adv
10, a, o, art
11, usufruir, usufruir, mv:v-inf:usufruir::::
12, de, de, prp
13, o, o, art
14, rendimento, rendimento, n
15, destinado, destinar, v-pcp
16, a, a, prp
17, garantir, garantir, v-inf
18, condições, condição, n
19, consideradas, considerar, v-pcp
20, mínimas, pequeno, adj
21, de, de, prp
22, sobrevivência, sobrevivência, n
23, e, e, conj-c
24, reinserção, reinserção, n
25, de, de, prp
26, cidadãos, cidadão, n
27, excluídos, excluir, v-pcp
28, socialmente, socialmente, adv
29, ., ., punc

1, O, O, art
2, balanço, balanço, n
3, --, --, N
4, a, a, prp
5, que, que, pron-indp
6, o, o, art
7, PÚBLICO, PÚBLICO, prop
8, teve, ter, v-fin
9, acesso, acesso, n
10, --, --, N
11, traçado, traçado, n
12, por, por, prp
13, a, o, art
14, comissão, comissão, n
15, revela, revelar, v-fin
16, que, que, conj-s
17, o, o, art
18, número, número, n
19, de, de, prp
20, pessoas, pessoa, n
21, abrangidas, abranger, v-pcp
22, por, por, prp
23, o, o, art
24, RMG, RMG, prop
25, aumentou, aumentar, v-fin
26, 36, 36, num
27, por, por, prp
28, cento, cento, n
29, relativamente, relativamente, adv
30, a, a, prp
31, o, o, art
32, último, último, adj
33, balanço, balanço, n
34, de, de, prp
35, 30, 30, num
36, de, de, prp
37, Março, Março, n
38, ., ., punc

1, Este, Este, proadj
2, crescimento, crescimento, n
3, «, «, «
4, resulta, resultar, v-fin
5, de, de, prp
6, a, o, art
7, opção, opção, n
8, de, de, prp
9, alargar, alargar, v-inf
10, o, o, art
11, número, número, n
12, de, de, prp
13, projectos-piloto, projectos-piloto, n
14, ,, ,, punc
15, de, de, prp
16, modo, modo, n
17, a, a, prp
18, cobrir, cobrir, v-inf
19, uma, um, art
20, parte, parte, n
21, de, de, prp
22, o, o, art
23, território, território, n
24, nacional, nacional, adj
25, até, até, prp
26, a, a, prp
27, o, o, art
28, dia, dia, n
29, 1, 1, num
30, de, de, prp
31, Julho, Julho, n
32, », », »
33, ,, ,, punc
34, referiu, referir, v-fin
35, a, a, prp
36, o, o, art
37, PÚBLICO, PÚBLICO, prop
38, o, o, art
39, presidente, presidente, n
40, de, de, prp
41, a, o, art
42, Comissão, Comissão, prop
43, Nacional, Nacional, h:prop:nacional:m_s:::
44, de, de, prp
45, o, o, art
46, RMG, RMG, prop
47, ,, ,, punc
48, Paulo, Paulo, nprop
49, Pedroso, Pedroso, adj
50, ., ., punc

1, Para, Para, prep
2, tal, tal, pron-det
3, ,, ,, punc
4, referiu, referiu, mv:v-fin:referir:ps_3s_ind:::
5, aquele, aquele, >n:pron-det:aquele:m_s::dem:
6, responsável, responsável, h:n-adj:responsável:m_s::np-def:
7, ,, ,, punc
8, «, «, «
9, foram, foram, aux:v-fin:ser:ps_3p_ind:::
10, montadas, montadas, mv:v-pcp:montar:f_p::passive:
11, mais, mais, >n:pron-det:mais:f_p::quant:
12, estruturas, estruturas, h:n:estrutura:f_p::anr_np-idf:
13, ,, ,, punc
14, mais, mais, pron-det
15, zonas, zona, n
16, estão, estar, v-fin
17, abrangidas, abranger, v-pcp
18, e, e, conj-c
19, ,, ,, punc
20, por, por, prp
21, isso, isso, pron-indp
22, ,, ,, punc
23, mais, mais, pron-det
24, pessoas, pessoa, n
25, se, se, pron-pers
26, podem, poder, v-fin
27, candidatar, candidatar, v-inf
28, », », »
29, ., ., punc

1, E, E, kc
2, tantos, tanto, pron-det
3, foram, ser, v-fin
4, os, o, art
5, candidatos, candidato, n
6, que, que, pron-indp
7, o, o, art
8, período, período, n
9, destinado, destinar, v-pcp
10, a, a, prp
11, testar, testar, v-inf
12, a, o, art
13, aplicação, aplicação, n
14, de, de, prp
15, o, o, art
16, RMG, RMG, prop
17, acabaria, acabar, v-fin
18, por, por, prp
19, ceder, ceder, v-inf
20, lugar, lugar, n
21, a, a, prp
22, um, um, art
23, processo, processo, n
24, efectivo, efectivo, adj
25, de, de, prp
26, financiamento, financiamento, n
27, ., ., punc

1, A, o, art
2, instituição, instituição, n
3, de, de, prp
4, este, este, pron-det
5, direito, direito, n
6, só, só, adv
7, será, ser, v-fin
8, ,, ,, punc
9, contudo, contudo, adv
10, ,, ,, punc
11, efectivado, efectivar, v-pcp
12, depois, depois, adv
13, de, de, prp
14, o, o, art
15, lançamento, lançamento, n
16, nacional, nacional, adj
17, de, de, prp
18, o, o, art
19, projecto, projecto, n
20, dentro, dentro, adv
21, de, de, prp
22, pouco, pouco, pron-det
23, mais, mais, adv
24, de, de, prp
25, um, um, num
26, mês, mês, n
